 ** NVTX Range Summary (nvtx_sum):

 Time (%)  Total Time (ns)  Instances    Avg (ns)      Med (ns)     Min (ns)    Max (ns)   StdDev (ns)   Style                                                Range                                              
      0.1       12,540,230        310   40,452.4  40,832.5    18,241   114,786     20,570.6  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,532,581      1,370    9,147.9   7,936.0     4,000    24,384      4,013.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       12,487,207        330   37,840.0  30,880.5    16,609    61,793     16,171.0  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       12,448,109      1,792    6,946.5   6,208.0     4,352    18,880      2,774.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       12,342,054        118  104,593.7  70,577.0    36,320   347,845     89,701.9  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize128x64x8_stage2_warpsize2x2x1…
      0.1       12,333,917      1,148   10,743.8   9,696.0     5,440    18,624      3,369.9  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x32x64_stage5_warpsize2x2x1…
      0.1       12,319,939      1,010   12,198.0  10,656.0     4,928    39,744      7,007.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       12,237,134      1,796    6,813.5   6,400.0     4,288    19,105      2,737.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       12,202,396      1,784    6,839.9   6,496.0     4,192    19,136      2,675.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       12,171,525      2,120    5,741.3   5,633.0     3,744    10,400      1,217.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       12,156,184      1,148   10,589.0  10,112.0     7,840    15,265      2,373.0  sm80_xmma_gemm_f16f16_f16f16_f16_nn_n_tilesize128x128x64_stage3_warpsize2x2x1_tensor16x8x16_execute…
      0.1       12,118,562         60  201,976.0  123,810…   117,153   545,543    126,088.5  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x256x8_stage3_warpsize1x4x1…
      0.1       12,114,330        112  108,163.7  73,713.0    38,944   283,748     79,881.4  trt_ampere_scudnn_128x64_sliced1x2_ldg4_relu_exp_large_nhwc_tn_v1                                   
      0.1       11,932,748      1,728    6,905.5   6,144.0     3,872    18,912      2,820.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       11,863,266      1,124   10,554.5  10,128.5     4,000    23,200      4,371.1  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x…
      0.1       11,814,298      1,066   11,082.8   8,192.0     4,768    38,720      6,909.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       11,813,019      2,116    5,582.7   5,376.0     3,008    34,017      1,578.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       11,801,197      3,278    3,600.1   2,048.0     1,600    17,056      4,114.6  void cuInt8::nchwToNhwcKernel<float>(int, int, int, int, int, int, int, int, bool, const T1 *, T1 *)
      0.1       11,688,479        142   82,313.2  66,737.0    60,385   139,394     28,177.0  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize128x16x8_stage3_warpsize4x1x1…
      0.1       11,626,906        186   62,510.2  43,137.0    23,904   189,634     45,589.3  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x128x32_stage3_warpsize4x2…
      0.1       11,612,678      1,030   11,274.4   9,056.0     4,800    38,561      6,943.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       11,566,742        186   62,186.8  42,785.0    23,648   159,618     45,354.2  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x256x32_stage3_warpsize2x4…
      0.1       11,560,444      1,176    9,830.3   8,784.5     3,936    20,801      4,270.8  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x64x64_stage3_warpsize2x2x…
      0.1       11,489,178        530   21,677.7  22,400.5     9,248    41,217      9,124.7  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x…
      0.1       11,453,751      2,048    5,592.7   5,696.0     3,264     8,128      1,125.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       11,418,657      1,188    9,611.7   9,152.0     6,720    13,696      2,323.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       11,402,296        162   70,384.5  61,521.0    52,896   103,618     17,587.8  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize32x32x8_stage3_warpsize1x2x1_…
      0.1       11,395,049      1,192    9,559.6   8,288.5     3,648    21,152      4,338.0  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x64x32_stage5_warpsize2x2x…
      0.1       11,383,004      1,230    9,254.5   8,928.5     3,840    17,408      3,151.2  trt_ampere_h16816gemm_64x128_ldg8_stages_64x4_nn_v1                                                 
      0.1       11,304,053      1,024   11,039.1   8,833.0     6,688    26,560      4,407.5  trt_ampere_h16816gemm_128x128_ldg8_relu_stages_32x5_tn_v1                                           
      0.1       11,274,539      2,586    4,359.8   3,584.0     2,880     8,256      1,596.5  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.1       11,272,337      1,674    6,733.8   6,112.0     3,328    16,576      2,523.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       11,216,329      1,812    6,190.0   5,952.0     3,872     9,344      1,461.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       11,172,250      1,220    9,157.6   8,928.0     4,800    14,847      2,566.4  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x64x64_stage4_warpsize2x2x1…
      0.1       11,166,859      1,272    8,779.0   8,000.0     3,872    23,744      4,011.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       11,157,429      1,750    6,375.7   6,144.0     4,000    10,080      1,496.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       11,071,695        154   71,894.1  44,528.0    44,128   180,130     45,023.4  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nchwkcrs_nchw_tilesize64x64x8_stage3_warpsize1x4x1_…
      0.1       11,062,106      1,760    6,285.3   6,528.0     3,776    28,865      1,732.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       11,040,288      1,060   10,415.4  10,048.0     7,904    15,905      2,418.8  sm80_xmma_gemm_f16f16_f16f16_f16_tn_n_tilesize128x128x64_stage3_warpsize2x2x1_tensor16x8x16_execute…
      0.1       11,035,403      1,206    9,150.4   8,896.0     3,840    17,824      3,107.0  trt_ampere_h16816gemm_64x128_ldg8_stages_64x4_tn_v1                                                 
      0.1       11,004,977      1,136    9,687.5   8,256.0     5,504    20,800      4,107.6  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x…
      0.1       11,003,703      1,736    6,338.5   6,048.0     3,712     9,920      1,616.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       10,929,938        234   46,709.1  38,416.5    18,496   109,666     29,308.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,876,143        976   11,143.6   9,888.0     6,528    25,857      4,438.6  trt_ampere_h16816gemm_128x128_ldg8_relu_stages_32x5_nn_v1                                           
      0.1       10,847,016      1,538    7,052.7   6,560.0     4,256    17,056      2,516.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,811,937      1,384    7,812.1   7,553.0     3,360    15,968      2,738.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,743,156      1,296    8,289.5   7,840.0     3,872    21,441      3,402.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,614,359      1,074    9,883.0   8,576.0     4,128    29,696      5,253.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,581,257      1,598    6,621.6   6,112.0     3,296    16,576      2,650.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,562,687      1,328    7,953.8   7,520.0     3,744    21,376      3,376.2  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,545,832        154   68,479.4  44,689.0    42,561   169,442     41,595.6  sm80_xmma_fprop_implicit_gemm_f32f32_f32f32_f32_nhwckrsc_nhwc_tilesize64x64x8_stage3_warpsize1x4x1_…
      0.1       10,544,065      1,742    6,052.9   5,440.0     2,016    18,272      4,467.0  void genericReformat::copyPackedKernel<__half2, __half2, (bool)1, (bool)1, genericReformat::Identit…
      0.1       10,526,865      1,942    5,420.6   5,504.0     3,136     8,000      1,256.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,515,914      1,670    6,297.0   5,504.0     3,328    16,576      2,678.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,485,718      1,582    6,628.1   5,920.0     3,520    16,576      2,547.7  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,377,743      1,164    8,915.6   7,520.0     3,552    21,056      4,481.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       10,316,414      1,490    6,923.8   7,008.0     4,480    12,896      1,866.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       10,257,994      1,674    6,127.8   5,728.0     3,712    11,904      1,649.6  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,217,158         52  196,483.8  110,241…    71,137   799,371    228,485.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       10,201,879      1,450    7,035.8   7,232.0     3,328    12,448      2,053.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1       10,095,366        472   21,388.5  18,544.5     9,024    41,185      9,624.2  sm80_xmma_fprop_implicit_gemm_f32f32_tf32f32_f32_nhwckrsc_nchw_tilesize128x128x16_stage4_warpsize2x…
      0.1       10,065,059      1,070    9,406.6   7,648.0     4,128    29,440      5,530.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1       10,025,313         52  192,794.5  109,441…    68,673  1,197,9…    244,692.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1       10,008,584      1,626    6,155.3   5,792.0     3,872     9,728      1,502.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,990,601      1,152    8,672.4   7,840.0     4,960    19,072      3,094.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        9,970,978      1,018    9,794.7   7,552.0     4,192    29,664      5,302.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,863,196        302   32,659.6  23,808.0    13,920    84,961     21,784.0  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2…
      0.1        9,807,593      1,156    8,484.1   7,744.0     4,640    19,328      3,376.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        9,801,244      1,172    8,362.8   7,776.0     6,048    14,880      2,377.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,773,378      1,760    5,553.1   5,376.0     3,552     9,985      1,308.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,757,537        306   31,887.4  24,096.5    13,856    82,433     20,711.0  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        9,738,143        290   33,579.8  23,968.0    14,112    85,249     21,854.8  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x32_stage4_warpsize2x2…
      0.1        9,685,179        306   31,650.9  23,297.0    13,760    82,721     21,052.2  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x…
      0.1        9,667,135        302   32,010.4  23,552.0    13,888    82,433     20,982.4  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize128x128x64_stage3_warpsize2x2…
      0.1        9,655,969        306   31,555.5  23,265.0    13,696    82,433     20,770.7  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        9,633,725         48  200,702.6  118,961…    98,561   951,436    185,771.8  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1        9,621,469      1,132    8,499.5   7,616.0     3,680    21,504      3,969.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        9,619,391        282   34,111.3  25,056.5    14,944    93,953     21,585.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        9,619,360        274   35,107.2  28,192.5    15,616    82,337     20,763.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        9,617,066      1,014    9,484.3   7,616.0     4,256    29,664      5,537.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,599,008        744   12,901.9   6,288.0     2,048   114,337     16,270.9  void kcrsToC_rskn_gpu<float>(const T1 *, T1 *, unsigned int, unsigned int, unsigned int, unsigned i…
      0.1        9,590,815        286   33,534.3  23,312.5    13,760    82,465     21,571.1  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,572,291        298   32,121.8  23,744.0    13,888    82,561     20,914.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,534,331      1,760    5,417.2   5,600.0     3,168     8,096      1,218.4  sm80_xmma_fprop_implicit_gemm_interleaved_i8f16_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        9,528,599        362   26,322.1  18,432.0    11,136    63,361     16,443.7  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,517,917        370   25,724.1  18,145.0    10,912    62,945     16,283.7  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,504,223        366   25,967.8  18,240.0    11,104    62,913     16,248.9  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,468,155         60  157,802.6  101,361…    61,249   687,368    183,233.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1        9,453,018      1,736    5,445.3   5,760.0     3,200     9,856      1,713.7  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.1        9,424,798        358   26,326.3  18,432.0    11,040    97,505     16,872.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,380,757        974    9,631.2   8,384.0     4,480    21,377      3,928.0  trt_ampere_h16816gemm_128x128_ldg8_stages_32x5_tn_v1                                                
      0.1        9,349,861      1,662    5,625.7   5,760.0     2,912     9,440      1,314.3  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,325,563         44  211,944.6  150,706…    84,865  1,585,6…    273,479.8  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1        9,226,792      1,400    6,590.6   6,944.0     3,168    12,352      1,882.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,188,931      1,938    4,741.5   3,200.0     2,464    12,960      2,971.0  void CUTENSOR_NAMESPACE::permutationKernelPLC3<CUTENSOR_NAMESPACE::VectorWrite2DTensorView<(unsigne…
      0.1        9,186,267         44  208,778.8  152,018…    86,657  1,393,0…    244,516.9  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1        9,180,949        958    9,583.5   8,288.0     4,576    21,088      3,837.8  trt_ampere_h16816gemm_128x128_ldg8_stages_32x5_nn_v1                                                
      0.1        9,116,689      1,094    8,333.4   7,840.0     3,776    23,617      3,890.8  sm80_xmma_fprop_implicit_gemm_interleaved_i8i8_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_3…
      0.1        9,012,571      2,206    4,085.5   3,520.0     2,240     9,184      1,452.5  sm80_xmma_gemm_f32f32_tf32f32_f32_tn_n_tilesize32x32x64_stage3_warpsize2x1x2_tensor16x8x8_execute_s…
      0.1        9,002,330         40  225,058.3  168,099…    94,018  1,177,4…    240,410.1  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1        8,993,781         64  140,527.8  87,873.0    59,712   599,047    153,827.5  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1        8,976,792        270   33,247.4  23,201.0    13,760    82,433     21,771.5  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x64x32_stage3_warpsize4x1x…
      0.1        8,933,679        430   20,776.0  15,424.0    10,400    43,776     10,385.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
      0.1        8,905,267        438   20,331.7  16,257.0    12,608    43,105     10,206.0  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize64x128x32_stage5_warpsize2x2x…
      0.1        8,893,904        358   24,843.3  16,960.0    10,368    58,465     15,250.2  sm80_xmma_fprop_implicit_gemm_f16f16_f16f16_f16_nhwckrsc_nhwc_tilesize256x32x32_stage4_warpsize4x1x…
      0.1        8,889,366         36  246,926.8  151,378…   107,425  1,364,0…    291,153.5  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1        8,867,701         64  138,557.8  91,521.5    56,833   888,043    160,339.4  sm50_xmma_conv_fprop_fused_conv_act_fp32_NCHW_fp32_NCHW_KCRS_fp32_fp32_fp32_Accfloat_1_1_cC1_dC1_sr…
      0.1        8,866,809        426   20,814.1  15,040.0     9,952    43,873     10,548.5  sm80_xmma_fprop_implicit_gemm_interleaved_i8f32_i8i32_f32_nchw_vect_c_32kcrs_vect_c_32_nchw_vect_c_…
